"","V1","V2"
"1",0.0987077545109624,0.765377536059776
"2",0.171411800747309,0.793565820706279
"3",0.186625381616821,0.879244570719617
"4",0.15841474666845,1.00834753655084
"5",-0.134206867034821,0.557728313837924
"6",-1.179303636494,-0.440044014596526
"7",-2.30771190234716,-1.35450484663699
"8",-3.47805691248958,-2.2270289343882
"9",0.404721799201588,0.999569333862542
"10",-0.415762624964531,0.187466168224166
"11",-1.29220012749459,-0.56868391905027
"12",-2.20297472772248,-1.29049690862688
"13",0.103235427623561,0.715068406369513
"14",-0.254309133222603,0.344043301271643
"15",-0.689955554857349,0.0511200569623547
"16",-1.17048843668201,-0.196916727157017
"17",-0.00607711970850583,0.59712729164265
"18",-0.222755267862155,0.37008398347764
"19",-0.467436503424586,0.171043762721411
"20",-0.734903497307622,-0.00521069971421201
"21",0.343229185437606,0.970361665061506
"22",0.231271876016759,0.829499255182311
"23",0.0635165710514195,0.74443484084761
"24",-0.143924434097361,0.69905612669635
"25",0.0448990285414783,0.667566161489948
"26",-0.188816562366886,0.420202401567424
"27",-0.461990008092532,0.21229649646218
"28",-0.76507034816788,0.0342974857066392
